NCT ID,ICD-10 Codes
NCT03735420,"['H01.9', 'Z76.2']"
NCT03735680,"['A18.14', 'C22.0', 'C43.52', 'D70.1', 'E28.0']"
NCT03735849,['A02.0']
NCT03735875,"['A04.71', 'C90.10', 'D46.0']"
NCT03735979,['G45.0']
NCT03736213,"['F80.0', 'M26.24']"
NCT03736447,"['B08.8', 'B44.81', 'K08.55', 'Z29.11', 'Z51.6']"
NCT03736629,"['A06.1', 'J45.20', 'R09.3']"
NCT03736785,['E08.00']
NCT03736928,['L60.4']
NCT03736967,"['B50.8', 'E08.3311', 'L20.0']"
NCT03737110,['A39.53']
NCT03737123,['C22.0']
NCT03737240,['E08.00']
NCT03737474,['F25.1']
NCT03737812,"['A81.2', 'C81.10']"
NCT03737851,"['A68.0', 'C81.10']"
NCT03737994,"['C22.0', 'D70.1']"
NCT03738150,['G93.2']
NCT03738215,['F25.1']
NCT03738228,"['C22.0', 'G54.2']"
NCT03738241,"['B08.010', 'G47.21', 'Y38.0']"
NCT03738397,['L20.0']
NCT03738423,"['B50.8', 'E08.3311', 'L20.0']"
NCT03738475,['K90.0']
NCT03738618,['N46.8']
NCT03738800,['Q80.2']
NCT03738865,"['E08.00', 'E08.641', 'E16.3']"
NCT03739112,"['A02.0', 'A07.0', 'A15.0', 'A81.81', 'B08.010', 'Y38.0']"
NCT03739138,"['G47.22', 'G93.82']"
NCT03739203,['F25.1']
NCT03739528,['E08.36']
NCT03739593,"['E08.311', 'H21.321', 'H34.00']"
NCT03739684,"['A04.71', 'A18.14', 'N52.31', 'O28.1', 'R90.0', 'R97.21']"
NCT03739840,"['A41.02', 'F44.5', 'G40.001']"
NCT03739866,['A02.29']
NCT03739983,['P04.1']
NCT03740048,"['A18.17', 'D84.0', 'H33.041', 'I95.3']"
NCT03740100,"['C22.0', 'D46.0', 'D84.0', 'P59.3']"
NCT03740659,['E08.36']
NCT03740724,['L94.0']
NCT03740737,['N46.8']
NCT03740919,"['E08.00', 'F40.231', 'O24.414', 'Z68.51']"
NCT03742037,"['A18.09', 'H01.121']"
NCT03742258,"['C81.00', 'C83.39', 'D68.51', 'Q92.5']"
NCT03742973,"['K80.30', 'P59.3']"
NCT03742986,['C43.52']
NCT03743038,['L70.0']
NCT03743051,['D70.1']
NCT03743064,['D70.1']
NCT03743246,"['A07.0', 'C81.00', 'C83.50', 'C90.10', 'I89.0', 'K12.31', 'M83.5', 'W17.82', 'Z68.51']"
NCT03743636,"['A18.2', 'Y65.51']"
NCT03744312,"['A18.17', 'H01.9']"
NCT03744637,['G93.2']
NCT03744676,"['C22.0', 'C81.00', 'C88.0', 'C90.02', 'C96.0', 'D46.0', 'I25.710', 'I89.0', 'K12.31', 'T50.7', 'Z29.11']"
NCT03745144,['A68.0']
NCT03745222,"['C22.0', 'D70.1', 'G47.22']"
NCT03745638,"['B00.0', 'L20.0', 'L29.9', 'P59.3', 'T49.8']"
NCT03745651,"['B00.0', 'L20.0', 'L29.9', 'P59.3', 'T49.8']"
NCT03745794,['C25.3']
NCT03745820,['F20.0']
NCT03745898,"['A81.81', 'I50.1']"
NCT03745937,"['E08.00', 'E66.3']"
NCT03745989,['G47.22']
NCT03746015,['B08.010']
NCT03746080,"['C00.0', 'H50.43']"
NCT03746483,"['E27.1', 'E84.0', 'K86.81', 'Z47.1']"
NCT03746522,"['A39.1', 'E66.01']"
NCT03746951,['M96.621']
NCT03747484,"['A01.09', 'C22.0']"
NCT03747497,"['A02.0', 'A04.0']"
NCT03747575,['L20.0']
NCT03748641,['A41.02']
NCT03748706,['A18.17']
NCT03748758,['Z76.2']
NCT03748823,['D59.5']
NCT03748979,"['G47.419', 'Z76.2']"
NCT03748992,['A31.2']
NCT03749109,"['N80.0', 'N80.9']"
NCT03749252,['Z68.51']
NCT03749447,"['A07.0', 'E28.2', 'Q87.81']"
NCT03749460,"['C00.0', 'C08.0', 'C22.0']"
NCT03750552,"['A19.1', 'A50.01', 'C47.0', 'G21.0', 'G91.2', 'I95.1', 'I95.3', 'T43.211']"
NCT03750786,['K50.011']
NCT03750968,['D50.0']
NCT03751007,['E08.00']
NCT03751098,['H57.04']
NCT03751124,"['C57.4', 'D25.0', 'G43.821']"
NCT03751280,"['D61.89', 'F06.0', 'F20.5', 'F81.81', 'N36.5', 'P96.2', 'R40.2240', 'R44.0', 'T69.8']"
NCT03751631,['H57.04']
NCT03751657,['E08.00']
NCT03752177,['C81.09']
NCT03752242,['L70.0']
NCT03752970,['A18.17']
NCT03753113,"['A07.0', 'A51.32', 'J30.81', 'L64.9']"
NCT03753763,['A19.1']
NCT03754582,"['A21.7', 'F44.5', 'G40.001']"
NCT03755518,"['C94.40', 'D47.1', 'D47.3', 'D75.81']"
NCT03755934,['A52.15']
NCT03756038,['A06.0']
NCT03756129,"['D46.0', 'F25.1', 'P91.4']"
NCT03756285,"['D61.89', 'I50.1']"
NCT03756883,['J45.20']
NCT03757130,['E66.01']
NCT03758365,['I67.841']
NCT03758404,['H53.51']
NCT03758443,"['A18.17', 'A69.0', 'D80.2', 'P59.3']"
NCT03758612,['A15.0']
NCT03758716,['L20.0']
NCT03759041,['A69.0']
NCT03759184,"['A06.1', 'A87.2', 'B08.21', 'C22.0', 'C90.10', 'D47.2', 'F60.7', 'R85.614']"
NCT03759340,"['A51.32', 'L63.1', 'L63.9']"
NCT03759366,['G70.01']
NCT03759379,"['E85.0', 'E85.4']"
NCT03759392,['D61.89']
NCT03759587,"['C57.00', 'E28.0', 'K65.1']"
NCT03759600,"['C57.00', 'E28.0', 'K12.31', 'K65.1']"
NCT03759639,['E75.249']
NCT03759665,"['E75.01', 'E75.02', 'E75.09']"
NCT03759873,"['G40.411', 'I31.4', 'Z30.8']"
NCT03760068,['E08.00']
NCT03760081,['D46.0']
NCT03760146,['G00.1']
NCT03760185,['D78.01']
NCT03760250,['L73.0']
NCT03760458,['A02.0']
NCT03760484,"['A04.71', 'K56.41']"
NCT03760640,['E08.00']
NCT03760666,['C90.10']
NCT03761056,['C81.00']
NCT03761537,['L20.0']
NCT03761784,['L70.0']
NCT03761810,['L70.0']
NCT03761849,['A18.17']
NCT03761914,"['B08.010', 'C90.10', 'D70.1', 'E28.0', 'E70.320', 'P59.3', 'Z29.11']"
NCT03762265,"['L10.0', 'L10.5']"
NCT03762473,['T86.00']
NCT03762681,['A51.45']
NCT03762850,['D80.2']
NCT03763175,['K58.1']
NCT03763656,"['A18.17', 'D56.0', 'D56.4', 'D56.9']"
NCT03763877,['K75.81']
NCT03763929,['G46.3']
NCT03764007,['E21.0']
NCT03764072,['A06.0']
NCT03764293,['G47.22']
NCT03764449,['Z76.2']
NCT03764475,['L40.0']
NCT03764618,['D59.0']
NCT03764735,"['B05.81', 'H04.129']"
NCT03765229,['C43.0']
NCT03765502,['Z76.2']
NCT03765762,"['A07.0', 'A18.17', 'A69.22', 'F01.50']"
NCT03765788,"['A18.4', 'A52.04', 'A68.0', 'H01.9', 'Z91.11']"
NCT03766373,['A38.0']
NCT03766399,"['J45.20', 'P59.3']"
NCT03766581,"['D60.1', 'G45.0']"
NCT03766685,"['L40.0', 'L40.4', 'W22.12']"
NCT03768089,['E84.0']
NCT03768414,"['C22.0', 'C24.0', 'I82.4']"
NCT03768427,['E78.00']
NCT03768505,"['C81.00', 'C82.00', 'H16.041']"
NCT03768726,['F31.0']
NCT03769025,"['F10.20', 'F11.21']"
NCT03769090,['J45.20']
NCT03769116,"['E70.321', 'G71.0', 'O34.211', 'Y92.530', 'Z68.51']"
NCT03769181,"['C81.00', 'D47.2']"
NCT03769194,"['A69.20', 'B08.010']"
NCT03769311,"['C22.0', 'D70.1']"
NCT03769467,"['A02.0', 'A07.0', 'A36.0', 'A36.1', 'A69.29', 'A81.81', 'C22.0', 'C96.0', 'D70.1', 'G93.82', 'H18.52', 'Z29.11']"
NCT03769753,['D78.01']
NCT03769896,"['A18.17', 'F30.10']"
NCT03770000,['C81.00']
NCT03770091,['A01.04']
NCT03770260,"['A04.71', 'D46.0']"
NCT03770273,"['C79.51', 'C94.30', 'C96.21', 'D47.2']"
NCT03770403,['A21.7']
NCT03770455,['A41.02']
NCT03770689,"['G47.22', 'P59.3']"
NCT03770728,['E08.00']
NCT03771560,['Z16.12']
NCT03771664,"['F25.1', 'G47.09']"
NCT03771898,['E75.25']
NCT03771963,['B08.010']
NCT03772041,['D73.2']
NCT03772314,"['F51.11', 'G47.419']"
NCT03772587,['A21.7']
NCT03772613,"['D68.51', 'D68.62', 'G45.0', 'I21.01', 'I85.00']"
NCT03772665,['A18.17']
NCT03772964,"['A18.17', 'C81.21', 'E08.21', 'I24.0', 'Y65.51']"
NCT03773107,"['C90.02', 'C96.0', 'R85.614']"
NCT03773133,['D70.1']
NCT03773172,"['A50.54', 'E78.6']"
NCT03773302,"['D68.52', 'G47.22', 'P59.3']"
NCT03773796,"['A18.17', 'F30.10']"
NCT03773978,"['D61.3', 'L40.51']"
NCT03774407,"['A59.00', 'G98.0']"
NCT03774472,['C43.52']
NCT03774576,['Z76.2']
NCT03774745,['O02.1']
NCT03775200,['P91.4']
NCT03775421,"['A01.02', 'A50.01', 'P29.30', 'Z98.0']"
NCT03775434,"['B00.0', 'L20.0']"
NCT03775486,"['D70.1', 'G11.3']"
NCT03776136,"['G47.22', 'G93.82']"
NCT03776175,['G62.1']
NCT03776539,['H53.72']
NCT03776864,['C81.00']
NCT03777059,"['G43.001', 'G43.501', 'G44.011']"
NCT03777176,['A50.01']
NCT03777319,['G71.0']
NCT03777436,"['L40.0', 'L40.4']"
NCT03777982,['A18.14']
NCT03778294,['C00.0']
NCT03778931,['C43.52']
NCT03779334,['G12.0']
NCT03779841,['I48.0']
NCT03780010,['D70.1']
NCT03780543,"['A51.45', 'D82.3']"
NCT03780959,['M05.10']
NCT03780972,['E08.3541']
NCT03781167,['A18.17']
NCT03781323,['G47.22']
NCT03781375,['M05.10']
NCT03781414,"['A06.4', 'G47.24', 'T86.00', 'T86.41', 'Z00.5']"
NCT03781479,"['C22.8', 'G12.0']"
NCT03781778,"['A41.02', 'D70.1', 'K50.011']"
NCT03781791,"['A18.17', 'K59.09']"
NCT03781804,['A06.1']
NCT03781960,['P59.20']
NCT03782064,['C90.02']
NCT03782376,['A18.17']
NCT03782402,['D61.810']
NCT03782792,['L40.1']
NCT03782987,['Z76.2']
NCT03783078,['G93.82']
NCT03783130,"['C81.21', 'D82.3']"
NCT03783442,['I85.00']
NCT03783923,['G71.0']
NCT03783936,"['D68.52', 'I85.00', 'I86.4']"
NCT03784079,"['A02.0', 'T37.5']"
NCT03784300,['A18.17']
NCT03784963,"['A21.3', 'H01.9', 'I50.1']"
NCT03785145,['C04.1']
NCT03785210,"['A06.4', 'C25.3', 'D70.1', 'J15.6', 'P59.20', 'T36.0', 'Y93.01']"
NCT03785340,['A18.17']
NCT03785405,"['I50.1', 'P59.3', 'R94.113', 'Z68.51']"
NCT03785587,['L74.510']
NCT03785756,['F45.41']
NCT03785925,"['A18.12', 'C00.0', 'C22.0', 'D70.1', 'F40.220', 'G47.22', 'Z29.11']"
NCT03785964,"['M72.0', 'P59.3']"
NCT03786094,"['A04.71', 'C43.52']"
NCT03786380,['K31.84']
NCT03786744,"['D50.0', 'Z16.12']"
NCT03786770,"['L60.4', 'T20.06']"
NCT03786783,['G47.32']
NCT03787095,['A02.0']
NCT03787303,"['C43.52', 'E28.0']"
NCT03787680,['A18.14']
NCT03788291,"['A87.2', 'G47.21']"
NCT03788434,"['A04.71', 'Z92.82']"
NCT03788616,"['K02.3', 'K08.52']"
NCT03788967,['B05.0']
NCT03789110,['C43.52']
NCT03789175,"['A18.4', 'D55.1', 'D70.1', 'G12.1', 'I69.092']"
NCT03789214,"['F01.50', 'F10.230', 'F11.21']"
NCT03789292,['M05.10']
NCT03789318,['K91.2']
NCT03789656,"['E22.0', 'W26.2']"
NCT03790111,['C24.0']
NCT03790137,"['A39.1', 'G40.001']"
NCT03790618,['Z76.2']
NCT03790865,['A39.1']
NCT03791060,['L92.1']
NCT03791398,"['D70.1', 'E08.3551']"
NCT03792256,"['A04.71', 'A87.2', 'C81.00', 'C83.50', 'C90.10']"
NCT03792347,"['I85.00', 'K12.31', 'P59.3']"
NCT03792672,"['K12.31', 'Z76.2']"
NCT03792750,['G47.22']
NCT03793010,"['C40.80', 'F45.41', 'G44.051', 'M16.0']"
NCT03793439,"['D86.0', 'D86.3']"
NCT03793608,['K08.55']
NCT03793621,['Z76.2']
NCT03794323,['Z76.2']
NCT03794544,"['A06.5', 'A50.01', 'A71.0', 'D70.1']"
NCT03794583,"['A07.0', 'F01.50', 'G47.33', 'G93.2']"
NCT03795116,"['A48.52', 'E84.0', 'E85.81', 'H11.241', 'H17.9', 'L73.0', 'L91.0', 'R19.2', 'S22.5']"
NCT03795233,"['A04.71', 'K56.41', 'T86.00', 'Z16.21']"
NCT03795922,['L60.4']
NCT03796013,['Z76.2']
NCT03796182,"['G47.21', 'L20.0', 'Z76.2']"
NCT03796260,['Z76.2']
NCT03796637,['G71.0']
NCT03796676,['L20.0']
NCT03796962,['G40.001']
NCT03798366,['C81.10']
NCT03799627,"['D46.0', 'F60.7', 'N18.9']"
NCT03799783,"['A69.22', 'T88.52']"
NCT03800173,['A98.3']
NCT03800420,['A69.0']
NCT03800602,"['C22.0', 'D46.0', 'D70.1']"
NCT03800836,['C43.52']
NCT03801148,"['K12.31', 'Z76.2']"
NCT03801525,['A87.2']
NCT03801642,['A18.17']
NCT03801707,"['A51.45', 'T86.00']"
NCT03801915,"['A06.4', 'A08.11', 'C22.0', 'C25.0', 'C25.3', 'D70.1', 'G47.24']"
NCT03802123,['R90.0']
NCT03802227,['E08.3311']
NCT03802331,['Z76.2']
NCT03802344,['L40.0']
NCT03802396,"['E28.0', 'O09.511']"
NCT03802565,"['A06.0', 'E71.314', 'G51.3', 'L02.212', 'M54.5', 'M62.838', 'S09.11']"
NCT03802630,"['E08.311', 'H18.51', 'H34.00', 'M10.30']"
NCT03802916,"['E83.111', 'E87.70']"
NCT03803202,"['A01.03', 'A18.17', 'B08.010', 'G00.1', 'Z76.2']"
NCT03803475,['A18.14']
NCT03803605,"['A02.29', 'A08.11', 'C22.0', 'D47.2', 'D68.312', 'O92.5', 'R35.0', 'Z31.0']"
NCT03803774,"['A04.71', 'A36.1', 'C22.0']"
NCT03804268,['H52.4']
NCT03804671,['Z76.2']
NCT03804879,"['A36.84', 'E08.00']"
NCT03805100,['G23.2']
NCT03805386,"['F11.10', 'H05.331', 'O26.20']"
NCT03805594,"['A18.14', 'A41.02', 'C22.0', 'R74.0']"
NCT03805750,['G25.0']
NCT03805841,"['A04.71', 'A71.0', 'D68.52', 'H53.32', 'M96.621']"
NCT03805932,"['A81.01', 'C91.42', 'D47.2', 'K12.31']"
NCT03806127,"['A63.0', 'F45.41', 'K58.1', 'K58.9', 'T50.7']"
NCT03806179,"['C81.00', 'C82.00', 'G47.21']"
NCT03806231,"['G54.2', 'O61.0']"
NCT03806556,"['B96.0', 'D69.41', 'T45.621', 'Z68.51']"
NCT03806790,['L40.0']
NCT03806933,['E08.3311']
NCT03807245,['A02.29']
NCT03807700,"['R33.0', 'Z72.0']"
NCT03807739,['Z76.2']
NCT03807778,['D70.1']
NCT03807843,['A92.0']
NCT03808298,['Z76.2']
NCT03808493,"['A83.0', 'K12.31']"
NCT03808740,['I95.1']
NCT03809000,"['A18.14', 'N52.31']"
NCT03809039,['Z76.2']
NCT03809052,"['C18.2', 'E84.0', 'G47.21', 'I44.0', 'K75.81', 'Y38.0', 'Z76.2']"
NCT03809078,['A18.14']
NCT03809429,['N46.8']
NCT03809611,['H52.4']
NCT03809663,"['A18.4', 'B00.0', 'B00.1', 'H01.9', 'L20.0']"
NCT03809910,"['K02.3', 'Z72.0']"
NCT03810105,"['A18.14', 'D70.1', 'N52.31', 'Z19.1']"
NCT03810183,"['D72.1', 'G47.33', 'R09.3', 'T50.7']"
NCT03810313,"['E08.311', 'H18.51', 'H34.00', 'M10.30']"
NCT03810456,"['A69.22', 'G31.84']"
NCT03810495,"['H21.321', 'T40.2']"
NCT03810703,['F31.81']
NCT03811028,['E76.22']
NCT03811535,['D50.0']
NCT03811574,"['E66.01', 'E66.3']"
NCT03811834,"['K12.31', 'Z76.2']"
NCT03811912,['L63.9']
NCT03811951,"['F17.200', 'F17.210', 'F17.220', 'O24.414', 'Y36.810']"
NCT03812029,"['A07.0', 'G62.1', 'K75.81']"
NCT03812224,['G43.001']
NCT03812328,"['E77.0', 'H43.821', 'I24.0', 'O88.211']"
NCT03812380,"['E83.42', 'E83.81', 'M80.00']"
NCT03812510,['D83.0']
NCT03812549,"['A71.0', 'Z29.11']"
NCT03813147,"['A04.71', 'C94.6', 'D46.0']"
NCT03813199,['M05.10']
NCT03813238,['G80.9']
NCT03814005,"['A18.17', 'C90.10', 'C92.50', 'C96.0', 'D46.1', 'E27.1', 'K12.31']"
NCT03814187,"['E78.00', 'E78.70', 'P74.2']"
NCT03814590,"['A15.0', 'B08.010', 'Y38.0']"
NCT03814720,"['A02.29', 'A15.0', 'A81.81', 'J30.2']"
NCT03814746,"['A18.17', 'A69.22', 'D50.0', 'D56.4', 'D57.00', 'D57.3', 'H53.15', 'K12.31', 'N52.02']"
NCT03815292,"['G45.0', 'M10.30']"
NCT03815916,['R49.0']
NCT03815929,"['A50.54', 'E22.2', 'N95.0']"
NCT03816176,"['B44.0', 'B46.0']"
NCT03816332,"['A06.7', 'C22.0', 'C43.0']"
NCT03816696,"['A02.0', 'Z76.2']"
NCT03816761,['E08.00']
NCT03817125,['C43.0']
NCT03817190,['L20.0']
NCT03817528,['F20.5']
NCT03817580,['A04.0']
NCT03817684,['G30.9']
NCT03818035,['L40.4']
NCT03818256,"['A69.22', 'D61.810', 'E66.01', 'F20.5', 'F31.0', 'O26.00']"
NCT03818321,"['A02.0', 'H43.00', 'R33.0']"
NCT03818607,"['A39.1', 'D59.5']"
NCT03818737,"['C96.4', 'F01.50', 'M16.0', 'O29.011']"
NCT03818815,['A38.0']
NCT03818919,['M75.100']
NCT03819049,['A28.2']
NCT03819114,"['A02.0', 'A15.0']"
NCT03819218,['L40.0']
NCT03819491,['Z76.2']
NCT03819660,"['C22.8', 'G12.0']"
NCT03820258,['A51.45']
NCT03820726,['A50.31']
NCT03820986,"['C00.0', 'G93.82']"
NCT03821402,"['B96.21', 'C00.0', 'G44.051']"
NCT03822078,"['M80.00', 'N95.0']"
NCT03822117,"['J84.83', 'P59.3', 'R85.614']"
NCT03822351,"['A06.5', 'A71.0', 'D70.1', 'G47.22']"
NCT03822377,['I21.01']
NCT03822416,"['E08.37', 'F06.0', 'F20.5', 'F25.1', 'F31.81', 'G62.81', 'X08.01', 'Y36.810']"
NCT03822468,"['C43.52', 'E70.320', 'E70.321', 'G47.22', 'N92.4', 'N95.0']"
NCT03822832,['B00.1']
NCT03822871,"['A18.14', 'A41.02', 'K12.31']"
NCT03822884,['D46.0']
NCT03823131,"['A04.71', 'C22.0']"
NCT03823287,"['G23.2', 'H16.401']"
NCT03823300,"['G23.2', 'H16.401']"
NCT03823378,"['M05.10', 'R40.2320']"
NCT03823391,['M05.10']
NCT03823404,['A18.17']
NCT03823703,['K75.81']
NCT03824236,"['B08.010', 'B50.0']"
NCT03824392,"['A50.31', 'C14.0', 'D86.0', 'D86.3', 'F55.3', 'H01.9']"
NCT03824405,"['L20.0', 'T38.0']"
NCT03824704,"['C22.0', 'C57.00', 'H18.52', 'K65.1', 'P59.3', 'Z29.11']"
NCT03824912,['B35.3']
NCT03824938,"['J45.990', 'T39.015', 'T39.91']"
NCT03825315,"['G44.051', 'I70.234', 'M35.4']"
NCT03825341,"['A18.17', 'D56.9']"
NCT03825380,"['B73.02', 'H40.059']"
NCT03826472,['E08.00']
NCT03826628,"['G50.1', 'Q85.1']"
NCT03827018,"['A18.17', 'A52.04']"
NCT03827213,"['C43.60', 'F45.41']"
NCT03827395,"['A51.45', 'B08.010', 'C91.50', 'Y38.0', 'Z76.2']"
NCT03827473,"['A18.14', 'B38.81', 'Z19.1']"
NCT03827655,"['A21.3', 'K12.31']"
NCT03828149,['Z76.2']
NCT03828448,"['A87.2', 'C82.00', 'E08.37']"
NCT03828617,['G00.1']
NCT03828747,['G30.9']
NCT03828799,['D70.1']
NCT03829241,"['A21.7', 'F41.1']"
NCT03829319,"['D70.1', 'G93.82']"
NCT03829332,"['D70.1', 'G93.82']"
NCT03829410,"['D68.52', 'D70.1', 'P59.3']"
NCT03829475,"['A04.71', 'A18.17', 'A69.0']"
NCT03829618,"['A01.03', 'A07.0', 'A18.2', 'B44.81', 'D70.1', 'J47.0']"
NCT03829657,"['A18.17', 'A19.1', 'A50.01', 'C47.0', 'G21.0', 'G91.2', 'I95.1', 'I95.3', 'T43.211']"
NCT03829683,"['A02.1', 'K70.11']"
NCT03829969,['D61.810']
NCT03830164,"['A18.14', 'E28.0', 'F52.21']"
NCT03830177,"['B00.0', 'B00.1']"
NCT03830281,['E08.00']
NCT03830333,['B05.0']
NCT03830866,['G47.22']
NCT03831113,"['P04.1', 'P04.41']"
NCT03831191,"['B00.0', 'H10.10', 'L20.0']"
NCT03831711,"['C22.0', 'E28.0']"
NCT03831854,['F45.41']
NCT03831880,['D50.0']
NCT03831945,['K12.31']
NCT03831971,"['F11.10', 'P04.41']"
NCT03832114,['N04.2']
NCT03832192,"['F40.230', 'F40.232', 'O26.20', 'R29.6']"
NCT03832738,"['A07.0', 'L40.0', 'L40.4']"
NCT03832946,"['D61.3', 'J84.112', 'P59.3']"
NCT03833427,"['G47.22', 'G93.82']"
NCT03833661,"['C24.0', 'D61.810', 'G93.82', 'M89.20']"
NCT03834220,['C81.09']
NCT03834493,"['B38.81', 'G93.82']"
NCT03834506,"['B38.81', 'G93.82']"
NCT03834519,"['B38.81', 'G93.82']"
NCT03834623,"['A18.4', 'C43.0']"
NCT03834688,"['C83.19', 'P59.3']"
NCT03835481,['L40.4']
NCT03835533,"['A41.02', 'Y93.12', 'Z29.11']"
NCT03835728,['A39.81']
NCT03835975,['G00.1']
NCT03836001,['Q81.9']
NCT03836053,['D46.0']
NCT03836209,"['C90.10', 'D68.52', 'E70.20', 'Q43.4']"
NCT03836287,['L74.510']
NCT03836664,['G43.001']
NCT03836677,['G47.33']
NCT03836716,['G12.21']
NCT03836729,['A02.0']
NCT03836807,"['A06.0', 'B02.22', 'K02.3']"
NCT03836859,['Z76.2']
NCT03837184,"['G12.0', 'Z47.1']"
NCT03837353,['A18.14']
NCT03837509,"['C90.02', 'D46.0', 'P59.3']"
NCT03837665,"['D69.1', 'F80.4', 'H33.321', 'H72.00', 'H72.2']"
NCT03837743,['L40.0']
NCT03837899,"['P61.0', 'Z68.51']"
NCT03838731,"['J45.20', 'K08.55']"
NCT03838874,['M16.0']
NCT03839355,"['I48.0', 'Q86.2']"
NCT03839446,"['C79.51', 'C90.10', 'G40.411']"
NCT03839459,['A19.1']
NCT03839693,"['C04.1', 'Q66.0']"
NCT03839823,"['C43.52', 'D68.311', 'E70.320', 'E70.321', 'G47.21', 'G47.22', 'N92.4', 'N95.0']"
NCT03839940,['C00.0']
NCT03840135,['A15.0']
NCT03840148,"['A02.0', 'B05.0', 'D68.311', 'H60.391']"
NCT03840174,['P35.1']
NCT03840200,"['A18.14', 'C43.52', 'E28.0']"
NCT03840278,"['C25.0', 'E08.00', 'E16.3', 'O24.414', 'S02.0']"
NCT03840616,['N77.0']
NCT03840811,['A54.00']
NCT03840902,"['A06.5', 'A71.0', 'D70.1']"
NCT03840915,"['A06.5', 'A71.0', 'C22.0', 'D70.1']"
NCT03840967,"['I85.00', 'I86.4']"
NCT03840993,"['N80.9', 'N85.00']"
NCT03841331,['L29.9']
NCT03841448,"['A18.17', 'A36.84', 'N04.2']"
NCT03841526,"['E08.641', 'E16.3', 'J45.990', 'O24.414']"
NCT03842969,['A18.17']
NCT03843125,['H01.121']
NCT03843151,['Z76.2']
NCT03843502,"['A21.7', 'D51.3', 'F06.4']"
NCT03843541,"['A15.0', 'D80.5', 'E84.0', 'G47.33', 'H02.511', 'J20.0', 'J47.0']"
NCT03843632,['B01.0']
NCT03843775,['G47.22']
NCT03844386,"['A02.29', 'O71.4', 'O92.5']"
NCT03844945,"['B73.02', 'H40.059']"
NCT03845023,['G47.33']
NCT03845075,['E23.3']
NCT03845140,['B65.0']
NCT03845296,"['A04.71', 'C22.0', 'D50.0', 'D68.52', 'D70.1']"
NCT03845517,['H01.121']
NCT03846219,"['A68.0', 'C81.10']"
NCT03846427,['H16.041']
NCT03846479,"['A18.17', 'D89.813']"
NCT03846505,"['F10.10', 'K12.31']"
NCT03847311,"['C43.52', 'R85.614']"
NCT03847389,['L20.0']
NCT03847519,"['C22.0', 'C44.02', 'D70.1']"
NCT03847610,"['R94.113', 'T36.0', 'Z00.6', 'Z76.2', 'Z88.0']"
NCT03847896,['J45.20']
NCT03847909,"['A07.0', 'D68.52', 'D72.0', 'E72.53', 'P96.2']"
NCT03847974,['E78.00']
NCT03847987,['Z76.2']
NCT03848065,['G00.1']
NCT03848182,"['C22.0', 'C25.3', 'C92.10']"
NCT03848208,['Y36.810']
NCT03848403,['Z76.2']
NCT03848416,['Z76.2']
NCT03848715,"['P91.4', 'R45.84']"
NCT03848832,['A39.1']
NCT03848845,['C90.02']
NCT03849118,"['C22.0', 'R90.0']"
NCT03849690,"['K12.31', 'Z76.2']"
NCT03849768,['D70.1']
NCT03850444,"['D70.1', 'G93.82']"
NCT03850483,"['L40.4', 'T49.8']"
NCT03850509,"['A06.3', 'A18.17', 'A18.83', 'A42.1', 'H01.9', 'K58.0', 'Z16.23']"
NCT03850535,['C90.10']
NCT03850691,['C43.0']
NCT03851588,"['A02.0', 'A15.0', 'E09.00', 'K12.31']"
NCT03851705,['E78.00']
NCT03852433,['A51.45']
NCT03852459,['A06.0']
NCT03852472,"['A06.4', 'A18.17', 'K00.4', 'L70.0', 'L73.2']"
NCT03852498,"['C96.0', 'E71.511', 'E71.529', 'K12.31']"
NCT03852524,"['E84.11', 'H05.30', 'M96.0']"
NCT03852537,['A01.03']
NCT03852628,"['F10.11', 'H26.101', 'Z63.72']"
NCT03852719,['A51.45']
NCT03852901,"['D55.1', 'D68.311', 'E34.1', 'G30.9']"
NCT03853109,['G47.22']
NCT03853707,"['C22.0', 'C43.52']"
NCT03854019,"['A18.17', 'P91.3']"
NCT03854227,['G47.22']
NCT03854578,['F25.1']
NCT03855137,['G43.001']
NCT03855189,['J30.2']
NCT03855228,['A50.05']
NCT03855280,['D68.311']
NCT03856047,"['E66.01', 'E66.3']"
NCT03856164,"['D50.0', 'D78.01', 'O72.3']"
NCT03856359,['G30.9']
NCT03856996,['A02.0']
NCT03857230,"['C82.50', 'E74.31', 'T38.1', 'T71.111']"
NCT03857542,['H52.4']
NCT03857841,"['B44.81', 'O42.011', 'Q55.4']"
NCT03858634,"['D61.3', 'L28.0', 'L29.9', 'L40.0', 'L43.9']"
NCT03858686,['J45.20']
NCT03858894,['G93.2']
NCT03859323,['Z76.2']
NCT03859427,"['C79.51', 'D46.0']"
NCT03859635,"['A06.0', 'F45.41', 'G54.3']"
NCT03859739,['A02.29']
NCT03859973,['F20.5']
NCT03860077,['F17.210']
NCT03860207,"['A01.09', 'D68.312']"
NCT03860753,"['F06.4', 'F10.10', 'F43.0']"
NCT03860844,"['C83.50', 'C90.10', 'D47.2']"
NCT03860935,"['A07.0', 'A36.81', 'E85.0', 'E85.4', 'H11.011', 'I42.8']"
NCT03861000,"['P91.4', 'R90.0', 'T50.7', 'Z76.2']"
NCT03861039,['E08.00']
NCT03861052,['E08.00']
NCT03861091,['C00.0']
NCT03861143,['A69.0']
NCT03861234,['G23.2']
